larva,side,rod,length,ate,Food_conc,Food_species,fed,lit,condition,larvae_per_well,lar_ml,hpf,dpf,species
97,R,ALA,133.1,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
97,L,BR,182.1,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
97,L,PO,84.6,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
97,L,ALA,138.8,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
98,R,BR,151.6,YES,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
98,R,PO,83.1,YES,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
98,R,ALA,110.6,YES,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
98,L,BR,165.4,YES,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
98,L,PO,57.7,YES,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
98,L,ALA,92.7,YES,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
99,R,BR,155.7,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
99,R,PO,97.6,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
99,R,ALA,141.4,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
99,L,BR,150.9,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
99,L,PO,100.6,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
99,L,ALA,144.8,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
100,R,BR,172,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
100,R,PO,106.1,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
100,R,ALA,NA,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
100,L,BR,169.5,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
100,L,PO,104.1,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
100,L,ALA,NA,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
101,R,BR,144.2,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
101,R,PO,82.2,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
101,R,ALA,NA,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
101,L,BR,157.5,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
101,L,PO,81.3,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
101,L,ALA,NA,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
102,R,BR,164.9,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
102,R,PO,75.2,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
102,R,ALA,NA,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
102,L,BR,163.7,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
102,L,PO,88.5,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
102,L,ALA,133.3,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
103,R,BR,166.8,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
103,R,PO,NA,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
103,R,ALA,NA,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
103,L,BR,165.1,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
103,L,PO,91.6,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
103,L,ALA,130.7,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
104,R,BR,163.6,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
104,R,PO,92.9,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
104,R,ALA,144.9,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
104,L,BR,163.8,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
104,L,PO,91.3,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
104,L,ALA,154.7,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
105,R,BR,156.2,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
105,R,PO,87.9,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
105,R,ALA,154,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
105,L,BR,158.2,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
105,L,PO,102,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
105,L,ALA,149.6,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
106,R,BR,64.9,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
106,R,PO,92.4,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
106,R,ALA,NA,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
106,L,BR,168,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
106,L,PO,98.5,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
106,L,ALA,NA,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
107,R,BR,177,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
107,R,PO,84.8,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
107,R,ALA,143,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
107,L,BR,NA,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
107,L,PO,NA,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
107,L,ALA,NA,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
108,R,BR,175.8,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
108,R,PO,97.2,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
108,R,ALA,NA,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
108,L,BR,174,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
108,L,PO,102.1,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
108,L,ALA,159.3,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
109,R,BR,172.3,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
109,R,PO,84.2,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
109,R,ALA,138.1,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
109,L,BR,167.7,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
109,L,PO,85.4,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
109,L,ALA,140.8,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
110,R,BR,159.3,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
110,R,PO,96.4,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
110,R,ALA,130.6,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
110,L,BR,163.2,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
110,L,PO,88.8,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
110,L,ALA,148.3,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
111,R,BR,161.7,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
111,R,PO,90.2,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
111,R,ALA,133.9,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
111,L,BR,158.3,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
111,L,PO,97.9,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
111,L,ALA,NA,NO,0,NO,Starved,DD,TH_inh_10nM,100,25,144,6,Sp
1,R,BR,198.623,YES,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
1,R,PO,159.521,YES,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
1,R,ALA,189.4,YES,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
1,L,BR,194.698,YES,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
1,L,PO,143.477,YES,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
1,L,ALA,194.7,YES,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
2,R,BR,169.891,YES,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
2,R,PO,161.147,YES,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
2,R,ALA,184.2,YES,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
2,L,BR,211.48,YES,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
2,L,PO,156.056,YES,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
2,L,ALA,178.4,YES,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
3,R,BR,154.636,NO,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
3,R,PO,NA,NO,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
3,R,ALA,147.6,NO,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
3,L,BR,157.607,NO,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
3,L,PO,128.135,NO,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
3,L,ALA,163.4,NO,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
4,R,BR,197.943,YES,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
4,R,PO,134.785,YES,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
4,R,ALA,178.2,YES,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
4,L,BR,194.009,YES,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
4,L,PO,132.395,YES,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
4,L,ALA,180.1,YES,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
5,R,BR,187.699,YES,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
5,R,PO,135.222,YES,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
5,R,ALA,184.9,YES,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
5,L,BR,190.985,YES,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
5,L,PO,138.264,YES,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
5,L,ALA,180,YES,10,D_tertiolecta,Fed,DD,FSW,50,12.5,72,3,Pl
6,R,BR,163.602,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
6,R,PO,NA,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
6,R,ALA,150.3,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
6,L,BR,166.161,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
6,L,PO,109.069,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
6,L,ALA,173.8,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
7,R,BR,181.597,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
7,R,PO,117.61,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
7,R,ALA,154.5,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
7,L,BR,184.362,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
7,L,PO,157.435,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
7,L,ALA,163.5,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
8,R,BR,184.739,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
8,R,PO,156.819,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
8,R,ALA,151,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
8,L,BR,187.052,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
8,L,PO,132.034,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
8,L,ALA,NA,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
9,R,BR,191.884,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
9,R,PO,169.379,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
9,R,ALA,179.2,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
9,L,BR,193.843,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
9,L,PO,159.63,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
9,L,ALA,158.3,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
10,R,BR,179.93,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
10,R,PO,175.3,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
10,R,ALA,195.2,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
10,L,BR,185.031,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
10,L,PO,191.059,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
10,L,ALA,193.9,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
11,R,BR,189.54,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
11,R,PO,131.074,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
11,R,ALA,191.3,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
11,L,BR,186.172,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
11,L,PO,NA,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
11,L,ALA,166.8,NO,0,NO,Starved,DD,FSW,50,12.5,72,3,Pl
12,R,BR,183.654,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
12,R,PO,133.673,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
12,R,ALA,211.7,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
12,L,BR,183.678,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
12,L,PO,126.157,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
12,L,ALA,196.4,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
13,R,BR,179.791,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
13,R,PO,68,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
13,R,ALA,178.1,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
13,L,BR,178.589,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
13,L,PO,110.807,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
13,L,ALA,186.4,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
14,R,BR,181.531,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
14,R,PO,NA,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
14,R,ALA,169.7,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
14,L,BR,180.935,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
14,L,PO,152.372,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
14,L,ALA,190.9,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
15,R,BR,215.051,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
15,R,PO,106.955,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
15,R,ALA,189.9,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
15,L,BR,211.197,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
15,L,PO,157.169,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
15,L,ALA,206.2,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
16,R,BR,NA,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
16,R,PO,155.068,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
16,R,ALA,227.3,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
16,L,BR,NA,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
16,L,PO,160.569,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
16,L,ALA,209.4,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
17,R,BR,208.079,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
17,R,PO,99.276,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
17,R,ALA,192.2,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
17,L,BR,207.169,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
17,L,PO,128.77,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
17,L,ALA,192.5,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
18,R,BR,197.272,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
18,R,PO,152.118,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
18,R,ALA,191.4,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
18,L,BR,197.081,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
18,L,PO,135.276,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
18,L,ALA,179.5,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
19,R,BR,179.147,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
19,R,PO,149.526,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
19,R,ALA,160.1,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
19,L,BR,173.653,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
19,L,PO,155.484,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
19,L,ALA,145.3,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
20,R,BR,188.709,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
20,R,PO,143.732,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
20,R,ALA,197.1,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
20,L,BR,192.518,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
20,L,PO,135.743,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
20,L,ALA,180.5,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
21,R,BR,250.807,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
21,R,PO,150.283,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
21,R,ALA,166.5,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
21,L,BR,204.322,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
21,L,PO,123.645,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
21,L,ALA,196,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
22,R,BR,177.754,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
22,R,PO,109.063,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
22,R,ALA,183.7,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
22,L,BR,177.724,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
22,L,PO,126.265,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
22,L,ALA,190.3,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
23,R,BR,166.893,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
23,R,PO,145.505,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
23,R,ALA,185.5,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
23,L,BR,161.991,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
23,L,PO,142.583,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
23,L,ALA,172.8,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
24,R,BR,NA,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
24,R,PO,139.101,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
24,R,ALA,167.2,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
24,L,BR,NA,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
24,L,PO,141.383,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
24,L,ALA,181.8,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
25,R,BR,208.338,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
25,R,PO,NA,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
25,R,ALA,193.3,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
25,L,BR,182.737,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
25,L,PO,NA,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
25,L,ALA,188.1,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
26,R,BR,201.518,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
26,R,PO,NA,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
26,R,ALA,179.7,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
26,L,BR,203.683,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
26,L,PO,176.546,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
26,L,ALA,214.7,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
27,R,BR,180.153,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
27,R,PO,185.687,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
27,R,ALA,202.9,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
27,L,BR,194.246,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
27,L,PO,182.535,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
27,L,ALA,202.7,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
28,R,BR,192.558,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
28,R,PO,129.634,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
28,R,ALA,177.7,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
28,L,BR,195.1,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
28,L,PO,137.492,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
28,L,ALA,185.7,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
29,R,BR,192.834,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
29,R,PO,136.636,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
29,R,ALA,197.9,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
29,L,BR,NA,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
29,L,PO,126.961,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
29,L,ALA,182.5,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
30,R,BR,206.539,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
30,R,PO,129.372,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
30,R,ALA,175,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
30,L,BR,NA,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
30,L,PO,NA,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
30,L,ALA,169.1,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
31,R,BR,168.392,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
31,R,PO,131.619,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
31,R,BR,NA,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
31,L,PO,NA,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
31,L,ALA,NA,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
31,L,BR,NA,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
32,R,BR,NA,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
32,R,PO,NA,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
32,R,ALA,NA,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
32,L,BR,186.531,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
32,L,PO,116.087,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
32,L,ALA,180.9,YES,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
33,R,BR,162.764,NA,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
33,R,PO,111.025,NA,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
33,R,ALA,179.8,NA,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
33,L,BR,159.779,NA,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
33,L,PO,112.15,NA,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
33,L,ALA,NA,NA,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
34,R,BR,179.061,NA,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
34,R,PO,136.554,NA,10,D_tertiolecta,Fed,DD,FSW,100,25,72,3,Pl
